0.000203563;0.000413767;0.000209269;0.000968264;0.0511296;-0.00735937;0.0751835;0.0116345;0.0180989;0.0182628;0.0221716;0.0188187;-0.00154182;-0.00186228;0.00207231;0.0024443;-0.00146891;0.000138956;0.00146891;0.00315479;0.418598;0.113462;0.453005;0.161803;-0.0122992;-0.0675521;0.130339;0.105767;-0.0097478;-0.0119854;0.0184873;0.0175712;-0.000796802;0.000111898;0.000796802;0.000662192;0.445298;-0.119078;0.447007;0.163386;-0.156248;-0.0976426;0.195349;0.116652;0.00190933;-0.00523706;0.0103149;0.00903756;0.000100052;4.10841e-05;0.000100052;4.10841e-05;0.06207;0.00410758;0.0708254;0.010636;-0.0195429;0.0141184;0.0446528;0.0154725;0.000607899;-0.00055001;0.000675263;0.00117391
0.00123635;-0.0035344;0.00156748;0.00365911;0.0271677;-0.00337536;0.031968;0.00881983;-0.00666948;-0.000764297;0.0381934;0.00590435;-0.000261537;0.000284396;0.00279102;0.00122042;0.00643549;-0.0146304;0.00685805;0.0149926;0.167216;-0.241959;0.167216;0.244662;0.197308;-0.161605;0.427248;0.264121;0.0044504;0.00737864;0.0174712;0.00872858;0.00191281;-0.00226222;0.00228033;0.00264845;0.07065;0.0115716;0.0795171;0.0463221;0.436804;0.0928113;0.514049;0.133571;-0.0171943;0.00799866;0.0202153;0.00899767;0.00162425;-0.00340198;0.00168107;0.00362285;0.0493483;-0.00178306;0.0493483;0.0124262;0.0331885;-0.00324724;0.036816;0.0197922;-0.00392104;0.000750219;0.00410442;0.00161916
0.00533775;-0.00614524;0.00607704;0.00635853;0.000437703;-0.00948589;0.0115997;0.0157175;0.0248725;0.00346208;0.0610046;0.0136261;0.00198515;-0.000756753;0.00302811;0.00110554;0.0029166;-0.00351668;0.00339286;0.00352761;0.143283;-0.167384;0.144579;0.167384;0.262895;-0.154293;0.486741;0.183851;-0.00373176;0.000202315;0.0223795;0.00705947;0.00353908;-0.017517;0.00441383;0.0177659;0.170609;0.0125419;0.177723;0.102962;0.359197;0.163796;0.509833;0.187859;-0.0222587;0.00167795;0.0284963;0.0148682;0.00137132;0.000721604;0.00137341;0.000847819;0.0405475;0.0233644;0.0408706;0.0249248;0.0271871;-0.0223886;0.04646;0.0226367;-2.77887e-05;-0.000407421;0.00283961;0.00078806
-0.00445716;-0.000820228;0.0133385;0.0065063;0.0120626;0.00418945;0.0391486;0.00746846;-0.00763817;-0.00562645;0.0236348;0.0111911;0.00340523;0.00105811;0.00709924;0.00237998;-0.0213439;-0.00426534;0.0277573;0.0134811;-0.192313;-0.167037;0.295761;0.245983;0.195608;-0.0264173;0.34407;0.223682;0.0348656;0.00258518;0.0430564;0.0126033;-0.0114272;-0.0160168;0.0274616;0.0198671;-0.18052;0.23153;0.400108;0.315034;0.226642;0.0764949;0.341123;0.219091;0.0408749;0.00111749;0.0410599;0.00855006;0.00287847;0.000273722;0.00395172;0.000875039;0.00472987;-0.00029005;0.00550255;0.0023903;-0.00233639;-0.000531392;0.00771737;0.00390915;0.00262438;-0.00114222;0.00263712;0.00161296
0.00347414;-0.00265977;0.00718508;0.00299565;-8.12901e-07;-0.00198979;0.0127746;0.0053105;0.0386156;0.018909;0.0395036;0.0217561;-0.00433594;-0.00498543;0.00637072;0.00687885;0.0219416;-0.0156424;0.0219416;0.0157441;0.230642;-0.0243993;0.262996;0.158133;0.0398097;-0.0376956;0.360428;0.163147;-0.00546795;-0.00124968;0.0145183;0.00580308;0.00579363;-0.00565729;0.00579363;0.00598463;0.512305;-0.00471838;0.515821;0.238998;-0.172108;-0.0336159;0.238956;0.064302;-0.00311038;-0.00318469;0.013225;0.00562018;0.00455562;0.00332549;0.00455562;0.00388987;0.0386759;0.0263152;0.0585697;0.0310924;-0.0272437;-0.00587494;0.0285986;0.0127668;0.00415932;-0.00187478;0.00502923;0.00315798
0.00575257;-0.00314707;0.00575257;0.0031487;0.0221032;0.00707611;0.0261582;0.0160085;0.0266059;0.0220224;0.0274157;0.0222165;-0.00409691;-0.00286155;0.00464317;0.00322303;0.0108637;-0.00338872;0.010953;0.00497887;0.354795;0.0363582;0.368042;0.153134;-0.0246229;-0.0327279;0.202166;0.12347;-0.020147;-0.0080459;0.0219827;0.0112014;0.0102995;0.0125777;0.010369;0.0162743;0.434479;0.0771588;0.471697;0.338991;-0.193121;-0.103477;0.233579;0.113399;-0.00709535;-0.00263604;0.0153391;0.00461097;0.00566484;0.00860521;0.00622809;0.00867168;-0.0111194;0.00190334;0.0325462;0.0132072;-0.00895136;0.00932143;0.0159401;0.0124256;-0.00150953;-0.000301552;0.00392208;0.00117673
-0.00474034;0.00143342;0.00818773;0.00600665;0.00683228;-0.00962345;0.0402279;0.0157881;0.0311199;0.01532;0.0333085;0.0176369;-0.00564381;-0.00130595;0.00568463;0.00151904;0.026951;-0.0263548;0.046815;0.0320404;0.215872;-0.0148242;0.383057;0.152224;0.0797965;0.0235804;0.283744;0.124138;-0.0155769;-0.0120285;0.026348;0.0144575;0.00248205;-0.00130474;0.00352594;0.00805004;0.495414;-0.0723655;0.53409;0.184191;-0.157198;-0.113099;0.192756;0.122113;-0.00470202;0.00261037;0.0218871;0.00834556;-1.79579e-05;0.000243626;3.86102e-05;0.000336547;0.0519309;-0.026268;0.0524363;0.0271349;-0.00231558;-0.00708366;0.0469017;0.0214278;0.000750653;-0.000481828;0.00136892;0.00132888
0.00327881;-0.00409938;0.00331266;0.00436324;-0.00385639;0.00206919;0.0310814;0.0103869;-0.0149122;0.00637841;0.0251622;0.00959625;-0.00135941;0.00119775;0.00218775;0.0018832;0.00635262;-0.0223194;0.00677757;0.0223194;0.422935;-0.107915;0.448617;0.286336;-0.136994;0.0882254;0.182563;0.0944087;-0.010703;0.00741724;0.0109659;0.0075068;0.00186491;-0.00237577;0.00486429;0.00427353;0.449152;0.00551309;0.451568;0.127455;-0.0614038;0.0427565;0.124063;0.0780563;-0.00563729;0.000246292;0.00799681;0.00511621;0.00306131;0.000446845;0.00337564;0.00123181;0.0301656;0.0105536;0.0433729;0.0252748;0.0180082;-0.00145522;0.0256423;0.00984872;-0.00389244;0.00103429;0.00389244;0.00186722
0.00959426;-0.00140981;0.0134033;0.00442945;0.0209205;0.0211209;0.0510306;0.0260453;0.0260109;0.00956635;0.0276972;0.0139605;-0.00625073;-0.00326802;0.00709838;0.00380902;0.00289738;-0.0116997;0.04276;0.0255393;0.416458;-0.000192436;0.437196;0.143172;-0.0820164;-0.0402705;0.137522;0.0580582;-0.0191284;-0.0064795;0.0378687;0.0200171;0.0471667;0.00118487;0.0685013;0.0410893;0.369289;0.00785796;0.482995;0.157068;-0.190608;-0.158204;0.248069;0.160522;0.000599589;-0.00868992;0.0196341;0.0125782;0.00342106;-0.00142752;0.0036496;0.00173706;0.0675127;-0.0567068;0.0746523;0.061315;-0.0372463;-0.00847324;0.0452259;0.0139299;4.29751e-05;-0.000514687;0.00145231;0.000961775
0.000624207;-0.000107458;0.00138684;0.000752045;0.00174711;-0.00182086;0.023696;0.0090512;-0.0327623;0.0347847;0.0867073;0.0453007;-0.00135821;0.00101233;0.00149202;0.00182352;0.00115906;0.00184546;0.0166593;0.0138719;0.171445;-0.00638699;0.207199;0.0915701;-0.0580561;0.0725338;0.564141;0.226619;-0.0452885;0.048311;0.0728259;0.0534897;0.0171712;-0.02904;0.0301676;0.0402681;0.317219;-0.0451377;0.38856;0.081682;-0.16086;-0.122332;0.402531;0.154735;-0.0126446;0.0204992;0.059522;0.0443261;0.00276051;-0.00327155;0.00277218;0.00329385;0.0648086;-0.0584042;0.0648358;0.059156;-0.0117261;-0.00240619;0.053441;0.014252;0.00210716;-0.0016681;0.00326211;0.00262657
